Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
35,admin.,single,university.degree,no,unknown,no,Cell,2,999
56,blue-collar,married,basic.4y,no,no,no,Cell,1,999
43,admin.,married,university.degree,no,unknown,no,Telephone,3,999
58,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
27,admin.,single,high.school,no,yes,no,Cell,2,999
36,technician,single,professional.course,no,unknown,no,Cell,1,999
64,retired,married,basic.4y,no,yes,no,Cell,1,999
22,services,single,high.school,no,unknown,no,Cell,1,999
40,blue-collar,married,basic.9y,no,unknown,yes,Telephone,2,999
44,admin.,married,university.degree,no,unknown,yes,Telephone,7,999
49,blue-collar,married,basic.9y,no,unknown,yes,Cell,3,999
43,services,married,high.school,no,no,yes,Telephone,1,999
26,services,single,university.degree,no,unknown,no,Telephone,2,999
43,blue-collar,married,basic.4y,no,no,yes,Telephone,1,999
33,management,single,university.degree,no,unknown,no,Telephone,1,999
58,retired,married,professional.course,no,unknown,yes,Cell,1,999
44,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
42,admin.,married,university.degree,no,no,no,Cell,3,999
46,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
44,services,married,high.school,no,unknown,no,Cell,2,999
46,services,married,basic.4y,no,no,no,Telephone,1,999
34,admin.,married,university.degree,no,yes,no,Telephone,6,999
24,blue-collar,single,basic.9y,no,yes,unknown,Telephone,4,999
27,student,single,high.school,no,no,unknown,Cell,2,999
53,technician,married,university.degree,no,yes,no,Cell,2,999
46,entrepreneur,married,basic.4y,no,no,no,Telephone,2,999
37,blue-collar,single,basic.6y,no,yes,yes,Cell,1,999
39,admin.,single,university.degree,no,unknown,yes,Cell,1,999
34,technician,married,university.degree,no,unknown,no,Telephone,1,999
28,technician,single,university.degree,no,unknown,no,Cell,2,999
36,admin.,married,university.degree,no,unknown,no,Telephone,2,999
32,admin.,single,university.degree,no,unknown,no,Telephone,1,999
45,technician,single,professional.course,no,yes,no,Telephone,2,999
24,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
58,retired,married,university.degree,no,unknown,no,Telephone,1,999
32,blue-collar,single,basic.9y,no,yes,no,Cell,4,999
32,admin.,married,university.degree,no,unknown,no,Cell,2,999
32,technician,single,university.degree,no,unknown,unknown,Cell,2,999
33,blue-collar,married,basic.9y,no,unknown,yes,Cell,2,999
25,admin.,married,high.school,no,unknown,no,Cell,1,999
55,unemployed,married,university.degree,no,unknown,no,Cell,2,999
49,admin.,divorced,basic.9y,no,unknown,unknown,Telephone,2,999
25,technician,single,university.degree,no,unknown,no,Telephone,2,999
37,management,single,basic.9y,no,no,no,Cell,1,999
35,blue-collar,married,basic.4y,no,no,no,Cell,2,999
31,services,married,high.school,no,no,unknown,Telephone,1,999
34,admin.,married,high.school,no,unknown,unknown,Cell,1,999
27,services,single,professional.course,no,unknown,no,Telephone,8,999
28,blue-collar,single,university.degree,no,no,no,Cell,1,999
39,blue-collar,married,basic.6y,no,unknown,yes,Cell,1,999
46,admin.,married,professional.course,no,no,no,Telephone,2,999
43,technician,married,university.degree,no,yes,no,Cell,4,999
30,admin.,single,high.school,no,yes,no,Cell,1,999
40,services,married,basic.4y,no,unknown,no,Cell,1,999
37,housemaid,married,university.degree,no,no,no,Cell,2,11
44,blue-collar,married,basic.4y,no,yes,no,Telephone,4,999
40,entrepreneur,married,basic.9y,no,unknown,no,Cell,2,999
34,technician,married,high.school,no,yes,no,Telephone,2,999
28,technician,single,professional.course,no,yes,no,Cell,2,6
57,technician,married,professional.course,no,unknown,no,Cell,2,999
75,retired,divorced,high.school,no,no,no,Telephone,1,6
35,blue-collar,married,basic.9y,no,unknown,yes,Telephone,2,999
29,retired,married,high.school,no,unknown,no,Telephone,2,999
38,blue-collar,single,basic.6y,no,yes,unknown,Cell,1,999
26,admin.,married,university.degree,no,no,no,Telephone,1,999
54,technician,married,professional.course,no,unknown,no,Cell,1,999
31,blue-collar,married,basic.9y,no,unknown,yes,Cell,2,999
35,services,married,basic.6y,no,yes,no,Telephone,1,999
29,admin.,married,high.school,no,unknown,no,Telephone,2,999
44,blue-collar,married,basic.6y,no,unknown,yes,Cell,2,999
29,admin.,married,basic.9y,no,unknown,unknown,Cell,3,999
37,management,single,university.degree,no,no,no,Telephone,2,999
31,entrepreneur,single,basic.6y,no,unknown,yes,Telephone,3,999
45,admin.,divorced,university.degree,no,no,no,Telephone,1,999
46,management,divorced,university.degree,no,unknown,no,Cell,6,999
34,blue-collar,married,basic.6y,no,unknown,no,Telephone,10,999
21,services,single,high.school,no,yes,no,Telephone,1,999
60,admin.,married,university.degree,no,unknown,no,Cell,2,999
41,entrepreneur,married,university.degree,no,unknown,no,Cell,1,999
38,blue-collar,married,basic.9y,no,no,no,Cell,1,999
48,technician,single,high.school,no,unknown,yes,Cell,2,999
71,technician,single,university.degree,no,unknown,unknown,Cell,6,999
33,unemployed,married,basic.9y,no,unknown,no,Telephone,1,999
32,admin.,married,high.school,no,unknown,no,Cell,1,999
33,technician,married,professional.course,no,yes,no,Cell,3,999
34,technician,single,professional.course,no,unknown,no,Telephone,1,999
45,services,married,high.school,no,no,no,Cell,2,999
27,admin.,single,high.school,no,unknown,unknown,Telephone,1,999
56,self-employed,married,university.degree,no,unknown,no,Cell,3,999
33,unemployed,married,high.school,no,yes,yes,Cell,2,999
42,technician,divorced,high.school,no,unknown,no,Cell,7,999
44,blue-collar,married,basic.9y,no,no,no,Telephone,3,999
40,management,married,university.degree,no,no,no,Cell,1,999
29,services,married,high.school,no,unknown,yes,Telephone,2,999
37,blue-collar,married,basic.4y,no,yes,no,Cell,1,999
31,admin.,married,university.degree,no,no,no,Telephone,6,999
55,blue-collar,single,basic.9y,no,unknown,no,Cell,5,999
46,admin.,married,university.degree,no,no,no,Telephone,1,3
30,blue-collar,single,basic.9y,no,no,unknown,Cell,6,999
44,technician,married,professional.course,no,unknown,no,Telephone,2,999
34,management,single,basic.9y,no,unknown,no,Telephone,1,999
53,housemaid,married,high.school,no,yes,no,Cell,6,999
43,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
37,technician,married,basic.6y,no,unknown,no,Telephone,1,999
46,unemployed,divorced,basic.9y,no,no,unknown,Telephone,1,999
81,services,divorced,university.degree,no,yes,no,Cell,1,999
31,services,single,basic.6y,no,unknown,no,Telephone,3,999
56,management,married,university.degree,no,unknown,no,Cell,1,999
38,admin.,single,university.degree,no,unknown,no,Cell,1,999
49,blue-collar,married,basic.4y,no,yes,no,Telephone,1,999
31,blue-collar,single,high.school,no,yes,no,Telephone,1,999
31,blue-collar,married,basic.4y,no,unknown,yes,Telephone,2,999
51,entrepreneur,single,basic.9y,no,no,yes,Cell,1,999
38,entrepreneur,married,high.school,no,unknown,no,Cell,2,999
29,blue-collar,married,basic.9y,no,unknown,no,Cell,4,999
28,admin.,divorced,university.degree,no,no,no,Telephone,1,999
37,management,married,high.school,no,yes,no,Cell,1,999
46,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
23,student,single,university.degree,no,unknown,no,Cell,1,3
29,admin.,married,university.degree,no,yes,yes,Telephone,3,999
30,blue-collar,married,basic.6y,no,unknown,no,Cell,2,999
52,technician,married,professional.course,no,no,unknown,Cell,2,999
33,admin.,single,university.degree,no,unknown,no,Cell,2,999
29,technician,single,professional.course,no,unknown,unknown,Telephone,2,999
41,technician,single,university.degree,no,unknown,no,Cell,2,999
29,services,single,basic.4y,no,unknown,no,Telephone,3,999
52,services,married,basic.9y,no,unknown,no,Telephone,2,999
46,self-employed,married,university.degree,no,yes,unknown,Cell,5,999
49,admin.,married,high.school,no,unknown,no,Telephone,5,999
49,admin.,divorced,high.school,no,unknown,no,Cell,1,999
35,blue-collar,single,basic.6y,no,no,no,Telephone,1,999
56,technician,married,university.degree,no,no,no,Cell,19,999
36,admin.,divorced,university.degree,no,no,no,Telephone,1,999
53,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
39,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
47,admin.,married,university.degree,no,unknown,no,Cell,1,999
55,admin.,married,university.degree,no,unknown,no,Cell,2,999
49,technician,divorced,university.degree,no,yes,yes,Telephone,8,999
65,retired,single,university.degree,no,unknown,no,Cell,1,999
37,services,married,high.school,no,yes,no,Cell,2,999
29,management,married,university.degree,no,no,no,Telephone,2,999
31,blue-collar,divorced,high.school,no,yes,no,Cell,1,999
51,housemaid,married,basic.4y,no,unknown,no,Telephone,4,999
49,unemployed,married,university.degree,no,no,no,Cell,2,999
37,blue-collar,single,basic.9y,no,unknown,no,Telephone,1,999
49,self-employed,married,professional.course,no,no,yes,Telephone,1,999
38,blue-collar,married,basic.6y,no,unknown,no,Telephone,1,999
54,retired,married,high.school,no,yes,no,Cell,1,999
42,retired,married,basic.9y,no,unknown,no,Telephone,3,999
39,blue-collar,married,university.degree,no,unknown,no,Cell,2,999
40,blue-collar,single,basic.4y,no,unknown,no,Telephone,4,999
33,services,married,high.school,no,yes,no,Telephone,7,999
27,admin.,single,university.degree,no,no,no,Cell,1,999
58,blue-collar,married,basic.9y,no,yes,no,Telephone,2,999
33,blue-collar,married,basic.6y,no,yes,no,Cell,2,999
30,technician,married,professional.course,no,yes,no,Cell,1,4
46,technician,married,university.degree,no,no,no,Cell,1,999
30,admin.,married,university.degree,no,unknown,no,Cell,4,999
44,blue-collar,married,basic.6y,no,no,no,Cell,1,999
57,self-employed,married,university.degree,no,unknown,no,Cell,3,999
31,management,single,university.degree,no,no,no,Cell,1,999
56,housemaid,married,basic.4y,no,yes,no,Cell,1,999
40,blue-collar,married,basic.9y,no,unknown,yes,Telephone,1,999
50,blue-collar,married,basic.4y,no,yes,yes,Cell,4,999
32,blue-collar,married,basic.6y,no,yes,no,Telephone,4,999
55,admin.,married,high.school,no,unknown,no,Telephone,1,999
46,entrepreneur,married,high.school,no,yes,no,Telephone,2,999
41,admin.,married,high.school,no,yes,no,Cell,3,999
43,unemployed,married,university.degree,no,unknown,no,Telephone,1,999
40,technician,married,professional.course,no,unknown,no,Telephone,6,999
57,management,married,university.degree,no,unknown,no,Telephone,3,999
33,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
49,management,married,university.degree,no,no,no,Cell,2,999
29,technician,single,professional.course,no,no,unknown,Cell,1,999
54,admin.,married,high.school,no,unknown,unknown,Telephone,19,999
42,technician,married,professional.course,no,unknown,no,Telephone,3,999
46,admin.,married,university.degree,no,yes,no,Telephone,1,999
85,retired,married,basic.4y,no,no,no,Cell,1,3
43,admin.,divorced,university.degree,no,unknown,no,Telephone,3,999
33,admin.,single,high.school,no,yes,no,Cell,3,999
38,technician,single,university.degree,no,unknown,unknown,Cell,3,999
32,services,married,high.school,no,unknown,yes,Telephone,1,999
30,admin.,single,university.degree,no,no,unknown,Cell,1,999
29,blue-collar,married,basic.6y,no,unknown,no,Cell,1,999
44,admin.,married,high.school,no,unknown,no,Telephone,3,999
55,retired,married,basic.9y,no,unknown,no,Telephone,3,999
51,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
59,housemaid,married,basic.4y,no,unknown,no,Cell,4,999
49,services,married,high.school,no,unknown,no,Cell,1,999
55,admin.,married,university.degree,no,unknown,no,Cell,3,999
41,blue-collar,married,professional.course,no,unknown,no,Cell,4,999
29,blue-collar,single,basic.9y,no,no,no,Cell,2,999
31,entrepreneur,married,university.degree,no,unknown,no,Cell,2,999
41,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
49,admin.,single,university.degree,no,no,no,Telephone,5,999
53,self-employed,married,basic.4y,no,yes,no,Cell,1,999
37,admin.,married,high.school,no,yes,no,Telephone,1,999
51,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
34,entrepreneur,married,professional.course,no,yes,no,Cell,2,999
38,admin.,single,university.degree,no,unknown,no,Telephone,1,999
59,entrepreneur,married,university.degree,no,unknown,no,Telephone,5,999
34,management,married,university.degree,no,yes,no,Cell,1,999
31,services,married,high.school,no,yes,unknown,Telephone,5,999
33,admin.,married,university.degree,no,yes,yes,Cell,1,999
54,self-employed,married,university.degree,no,yes,unknown,Cell,4,999
47,retired,single,basic.6y,no,unknown,unknown,Cell,3,999
43,housemaid,divorced,high.school,no,unknown,no,Cell,3,999
29,admin.,married,university.degree,no,unknown,no,Cell,1,999
34,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
31,services,single,high.school,no,no,no,Cell,2,999
44,admin.,single,basic.9y,no,yes,no,Cell,5,999
48,admin.,married,high.school,no,unknown,no,Cell,2,999
29,admin.,married,high.school,no,yes,no,Telephone,1,999
28,entrepreneur,married,basic.4y,no,no,no,Telephone,1,999
31,admin.,single,university.degree,no,unknown,no,Cell,2,999
48,services,married,high.school,no,unknown,no,Cell,3,999
53,management,married,university.degree,no,unknown,no,Telephone,1,999
55,blue-collar,divorced,basic.4y,no,yes,yes,Cell,1,999
27,unemployed,married,basic.9y,no,unknown,no,Telephone,1,999
59,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
42,admin.,married,university.degree,no,no,no,Telephone,2,999
24,services,single,high.school,no,no,no,Cell,4,999
28,housemaid,married,basic.4y,no,unknown,no,Cell,1,999
31,blue-collar,married,professional.course,no,no,no,Cell,1,999
42,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
45,management,single,basic.9y,no,yes,no,Telephone,1,999
30,admin.,single,university.degree,no,unknown,no,Cell,1,999
48,housemaid,married,basic.4y,no,yes,yes,Cell,3,999
55,admin.,divorced,university.degree,no,yes,no,Cell,2,999
28,entrepreneur,married,basic.4y,no,yes,no,Telephone,1,999
41,technician,single,professional.course,no,no,no,Cell,1,999
36,services,married,high.school,no,yes,no,Telephone,4,999
54,technician,married,basic.9y,no,no,no,Telephone,3,999
34,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
49,blue-collar,married,basic.9y,no,yes,no,Telephone,31,999
44,blue-collar,single,basic.9y,no,unknown,no,Telephone,1,999
36,technician,single,professional.course,no,unknown,no,Telephone,2,999
57,housemaid,married,basic.4y,no,no,no,Cell,2,6
41,management,married,university.degree,no,unknown,no,Telephone,8,999
45,admin.,married,high.school,no,no,unknown,Telephone,2,999
50,retired,divorced,basic.4y,no,unknown,no,Cell,1,999
39,admin.,married,university.degree,no,unknown,no,Telephone,2,999
42,admin.,married,basic.6y,no,yes,yes,Cell,1,999
47,admin.,married,university.degree,no,yes,yes,Cell,5,999
50,blue-collar,married,basic.6y,no,unknown,no,Telephone,2,999
30,unemployed,married,professional.course,no,yes,no,Telephone,5,999
37,technician,married,university.degree,no,unknown,no,Cell,1,999
25,admin.,married,high.school,no,unknown,yes,Cell,3,999
31,admin.,married,university.degree,no,unknown,no,Cell,1,999
58,blue-collar,married,basic.9y,no,yes,no,Telephone,15,999
57,entrepreneur,married,university.degree,no,yes,no,Telephone,2,999
39,admin.,married,university.degree,no,unknown,yes,Telephone,2,999
48,technician,married,professional.course,no,yes,unknown,Cell,8,999
45,housemaid,married,professional.course,no,unknown,no,Telephone,3,999
36,blue-collar,married,basic.6y,no,yes,no,Telephone,1,999
38,technician,single,professional.course,no,unknown,no,Cell,6,999
52,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
33,management,single,university.degree,no,no,yes,Telephone,11,999
54,technician,married,high.school,no,unknown,no,Telephone,2,999
25,services,single,high.school,no,unknown,no,Telephone,3,999
26,student,single,basic.9y,no,yes,no,Cell,4,999
32,retired,married,professional.course,no,yes,no,Cell,1,3
35,blue-collar,married,basic.9y,no,no,unknown,Cell,6,999
30,services,divorced,high.school,no,yes,no,Telephone,2,999
28,services,single,basic.9y,no,unknown,no,Telephone,3,999
31,admin.,single,university.degree,no,yes,no,Cell,1,999
32,blue-collar,married,professional.course,no,yes,no,Cell,2,999
32,management,married,university.degree,no,yes,no,Cell,1,999
48,blue-collar,married,basic.6y,no,yes,no,Cell,5,999
39,services,married,basic.9y,no,unknown,yes,Cell,2,999
35,blue-collar,divorced,basic.4y,no,unknown,no,Cell,4,999
43,entrepreneur,married,university.degree,no,unknown,no,Cell,1,999
37,housemaid,married,high.school,no,unknown,yes,Telephone,1,999
36,admin.,single,high.school,no,no,no,Cell,2,999
59,retired,married,university.degree,no,unknown,no,Telephone,2,999
